Line,Mag,x,y
L10780,56776.4279785901,598421.7,6855907.5
L10780,56788.6290518369,598422.1,6855870.5
L10780,56804.0501393888,598422.6,6855833.5
L10780,56816.9912126356,598423,6855796.5
L10780,56821.5123001875,598422.7,6855759.5
L10780,56813.6433734343,598423.1,6855722.5
L10780,56793.8044609863,598422.8,6855685
L10780,56765.9300975647,598423.2,6855648
L10780,56736.0457484482,598424.4,6855611
L10780,56709.8213993317,598425.6,6855574
L10780,56691.0970502152,598426.1,6855537
L10780,56678.0526867937,598427.2,6855499.5
L10780,56656.1283376772,598426.9,6855462.5
L10780,56604.5877508059,598427.4,6855425.5
L10780,56525.0671496295,598427.1,6855388
L10780,56448.2665627582,598427.5,6855350
L10780,56394.9659615818,598427.9,6855313
L10780,56373.5953747105,598428.4,6855276
L10780,56400.4747735341,598428.1,6855238
L10780,56497.9671192113,598428.5,6855200.5
L10780,56685.3494505834,598428.2,6855163
L10780,56914.8417962606,598427.9,6855125.5
L10780,57092.3641419378,598427.6,6855087.5
L10780,57178.00647331,598427.2,6855050
L10780,57200.0988189872,598426.9,6855012.5
L10780,57194.4033247367,598426.6,6854974.5
L10780,57176.2178304863,598426.2,6854937.5
L10780,57151.3623362358,598425.9,6854900.5
L10780,57125.7568419854,598425.6,6854862.5
L10780,57105.6213620401,598425.3,6854825
L10780,57091.9358677896,598425,6854788
L10780,57082.171846966,598423.9,6854750.5
L10780,57073.2978261424,598423.6,6854713
L10780,57063.6638053187,598423.3,6854675.5
L10780,57053.75977019,598422.2,6854638
L10780,57045.0257493664,598421.2,6854601
L10780,57038.1417285427,598420.9,6854563.5
L10780,57033.3585803311,598420.6,6854526
L10780,57030.7954178144,598420.3,6854488.5
L10780,57030.7022696027,598420,6854451.5
L10780,57033.2991213911,598419.7,6854414.5
L10780,57035.6659588744,598419.4,6854377.5
L10780,57035.1628106627,598419.8,6854340.5
L10780,57031.6500916045,598420.2,6854303
L10780,57026.4273725464,598419.9,6854266
L10780,57020.4146534882,598420.4,6854228.5
L10780,57015.50193443,598420.1,6854192
L10780,57013.6292153718,598420.5,6854155.5
L10780,57014.9464963136,598420.9,6854118.5
L10780,57018.2539632219,598421.4,6854081.5
L10780,57021.4014158251,598421.1,6854044.5
L10780,57023.1388827334,598421.5,6854007
L10780,57023.3663496417,598421.2,6853970
L10780,57022.17381655,598421.6,6853933
L10780,57019.6412691532,598422.1,6853896
L10780,57016.2187646717,598422.5,6853858.5
L10780,57011.8262601903,598423.7,6853821.5
L10780,57005.7137414037,598424.9,6853784.5
L10780,56997.9612369222,598425.3,6853747.5
L10780,56989.4787324408,598425.8,6853710.5
L10780,56981.6362136542,598426.2,6853673
L10780,56976.0036376472,598427.4,6853636
L10780,56973.5510616401,598427.1,6853599
L10780,56974.1884856331,598427.5,6853561.5
L10780,56977.775909626,598427.2,6853524.5
L10780,56983.1233479241,598426.9,6853487.5
L10780,56988.8707719171,598426.6,6853450.5
L10780,56993.7579956384,598426.2,6853413.5
L10780,56997.6152193598,598425.9,6853376
L10780,57001.0824573863,598425.6,6853339
L10780,57004.2596811076,598425.3,6853302
L10780,57006.856904829,598425.8,6853265
L10780,57008.8141428554,598426.2,6853228
L10780,57010.851023254,598426.6,6853191.5
L10780,57014.3379179577,598426.3,6853154.5
L10780,57020.4348126615,598426.8,6853117.5
L10780,57028.3016930601,598426.4,6853081
L10780,57036.7585877638,598426.9,6853044.5
L10780,57044.7754824675,598427.3,6853008
L10780,57051.8919337127,598427.8,6852971
L10780,57057.4283849578,598427.4,6852934
L10780,57061.444836203,598427.9,6852897
L10780,57063.7312874481,598427.6,6852860.5
L10780,57063.6477386933,598428,6852823.5
L10780,57061.5242042436,598428.4,6852786.5
L10780,57058.0701405046,598428.9,6852749.5
L10780,57053.7560767656,598428.6,6852713
L10780,57048.4920130266,598429,6852676.5
L10780,57041.6079492877,598429.5,6852640
L10780,57034.4038855487,598430.7,6852603.5
L10780,57029.2498361148,598430.4,6852566.5
L10780,57026.0653003071,598430.8,6852529
L10780,57023.1207644993,598430.5,6852492
L10780,57018.7462286916,598430.2,6852454.5
L10780,57011.9616928838,598429.9,6852417.5
L10780,57004.697157076,598428.8,6852380.5
L10780,56998.7726212683,598428.5,6852343.5
L10780,56994.6277421378,598428.9,6852306.5
L10780,56993.8228630073,598428.6,6852270
L10780,56997.1679838767,598429.1,6852233
L10780,57004.4231047462,598428.8,6852196
L10780,57015.9082256157,598429.2,6852159
L10780,57031.9733321801,598429.6,6852122
L10780,57050.7583099984,598430.1,6852084.5
L10780,57068.7932878168,598429.8,6852048
L10780,57084.5082656351,598429.4,6852011.5
L10780,57098.4932434534,598428.4,6851974.5
L10780,57111.2782212718,598427.3,6851937.5
L10780,57121.5531990901,598427,6851901
L10780,57124.5183199596,598426.7,6851864.5
L10780,57111.0734551342,598426.4,6851827.5
L10780,57080.5385903088,598426.1,6851790
L10780,57048.9837111783,598425.8,6851753.5
L10780,57027.9488463529,598425.5,6851717
L10780,57016.1239672224,598425.9,6851680
L10780,57009.4195315504,598426.4,6851642.5
L10780,57006.6550958785,598426.1,6851606
L10780,57009.6406602065,598426.5,6851569.5
L10780,57020.6062388397,598426.2,6851532.5
L10780,57036.9918031677,598425.9,6851495.5
L10780,57053.8073674958,598425.6,6851458.5
L10780,57067.413575554,598426,6851422
L10780,57075.9597979173,598425.7,6851385.5
L10780,57079.3560059755,598424.6,6851349
L10780,57078.2222283388,598424.3,6851312
L10780,57072.698436397,598424,6851275
L10780,57063.3546587604,598423.7,6851238
L10780,57054.7615677692,598423.4,6851200.5
L10780,57049.858476778,598423.1,6851164
L10780,57047.7553857869,598422.1,6851127.5
L10780,57047.3022947957,598421,6851090.5
L10780,57046.8292038045,598419.9,6851053
L10780,57045.2760985082,598419.6,6851016
L10780,57043.3935797217,598418.6,6850979
L10780,57041.11104663,598418.2,6850942.5
L10780,57038.3385135383,598417.9,6850906
L10780,57035.5759947517,598417.6,6850869.5
L10780,57034.26346166,598416.6,6850833
L10780,57034.9309285683,598416.2,6850796.5
L10780,57036.8287101891,598415.9,6850759.5
L10780,57039.6264918099,598415.7,6850722.5
L10780,57043.2242734308,598416.1,6850685.5
L10780,57047.0720550516,598415.8,6850649
L10780,57051.1098366724,598415.5,6850612.5
L10780,57055.7176182933,598415.2,6850576
L10780,57060.2453283885,598414.9,6850539.5
L10780,57064.0830384838,598414.6,6850502.5
L10780,57066.7707628842,598414.2,6850466
L10780,57068.3084729794,598413.9,6850429.5
L10780,57068.5461973798,598413.6,6850393
L10780,57066.323907475,598413.3,6850356.5
L10780,57060.6811598066,598413,6850319.5
L10780,57052.5983978331,598413.5,6850283.5
L10780,57044.1656501647,598414.7,6850247.5
L10780,57037.1929024963,598414.4,6850211.5
L10780,57032.4301548278,598414.8,6850175
L10780,57029.5273928543,598414.5,6850138
L10780,57028.5917555527,598414.9,6850101.5
L10780,57029.2489513886,598415.4,6850065
L10780,57031.0289231416,598415.8,6850028.5
L10780,57032.8560338716,598415.5,6849992
L10780,57033.6631446017,598415.9,6849955.5
L10790,57079.2086972131,598676.9,6849903.5
L10790,57074.2451547668,598676.5,6849940.5
L10790,57066.8015980154,598676.1,6849977
L10790,57059.1480555692,598675.6,6850013.5
L10790,57052.8844988178,598675.2,6850050
L10790,57048.4309563715,598674.8,6850087
L10790,57045.3573996201,598674.3,6850123.5
L10790,57044.1116248512,598673.9,6850160
L10790,57044.8558500822,598673.4,6850196.5
L10790,57047.8300753132,598673,6850233
L10790,57053.5243005443,598673.3,6850270
L10790,57060.9585257753,598672.9,6850307
L10790,57069.3027510064,598673.2,6850344
L10790,57078.036403308,598673.5,6850380.5
L10790,57086.8600556097,598673.1,6850417.5
L10790,57094.8537079113,598672.6,6850454.5
L10790,57100.737360213,598672.9,6850491.5
L10790,57103.6909982095,598673.2,6850528
L10790,57103.5946505112,598674.3,6850565
L10790,57100.2290030387,598675.4,6850602
L10790,57093.9833555661,598675.7,6850639
L10790,57087.5877080936,598676,6850676
L10790,57083.232046316,598676.2,6850712.5
L10790,57081.0463988435,598676.6,6850749.5
L10790,57078.770751371,598676.9,6850786.5
L10790,57075.5966767363,598677.9,6850823.5
L10790,57072.8926021016,598678.2,6850860.5
L10790,57074.5885131618,598678.6,6850898
L10790,57081.9444385271,598678.9,6850934.5
L10790,57091.3903638924,598679.2,6850971
L10790,57096.6462892577,598679.5,6851008
L10790,57094.4842738348,598679.1,6851045
L10790,57087.2722584118,598678.6,6851082
L10790,57078.0802429889,598678.2,6851119.5
L10790,57068.5682275659,598678.5,6851157
L10790,57060.6961978379,598678.1,6851194.5
L10790,57055.6341824149,598676.9,6851231
L10790,57052.9143120344,598675.7,6851267
L10790,57052.2044416538,598675.2,6851304
L10790,57053.3745569682,598674.1,6851341
L10790,57054.8246865877,598673.6,6851378
L10790,57054.3648162071,598673.2,6851415
L10790,57050.0849315215,598672.8,6851452
L10790,57041.7567627248,598671.6,6851488.5
L10790,57031.1585939281,598671.1,6851525.5
L10790,57021.0604251315,598670,6851563
L10790,57013.2522563348,598670.3,6851599.5
L10790,57008.2840875381,598669.9,6851637
L10790,57007.5359187415,598670.1,6851673.5
L10790,57012.0584072553,598670.4,6851710
L10790,57022.4808957691,598670.8,6851747
L10790,57042.9333842829,598671.1,6851784
L10790,57078.7058871018,598671.4,6851821
L10790,57122.1083756156,598671.7,6851858.5
L10790,57149.6108641295,598672,6851895.5
L10790,57150.482422086,598673.1,6851933
L10790,57134.4339800426,598674.1,6851970
L10790,57115.095523694,598675.2,6852007
L10790,57101.4770816506,598675.5,6852044
L10790,57094.998625302,598675.8,6852081
L10790,57090.7101832586,598676.1,6852117.5
L10790,57083.9587221112,598677.2,6852154
L10790,57074.2772752688,598676,6852191.5
L10790,57062.6858141214,598674.8,6852228.5
L10790,57050.514352974,598675.1,6852265.5
L10790,57040.9829061316,598674.7,6852303
L10790,57038.3714449842,598675,6852340
L10790,57044.3246902195,598675.3,6852378
L10790,57055.7179497599,598674.9,6852415
L10790,57068.1011949952,598673.7,6852452.5
L10790,57077.4044402305,598674.8,6852490
L10790,57082.1176854659,598676.6,6852527.5
L10790,57082.6209450063,598676.1,6852564
L10790,57081.1065935009,598674.9,6852601
L10790,57080.8822563006,598675.2,6852638
L10790,57083.3579047952,598675.6,6852675
L10790,57087.5635675949,598675.9,6852712
L10790,57092.6092160894,598675.4,6852749.5
L10790,57097.6848788892,598675.8,6852786.5
L10790,57101.6007705707,598676.1,6852823.5
L10790,57103.4366622522,598674.9,6852860
L10790,57102.8825539338,598673.7,6852896.5
L10790,57100.8584456153,598674,6852933.5
L10790,57097.9743372969,598673.6,6852971
L10790,57094.3002146733,598673.1,6853008
L10790,57090.0943468257,598671.9,6853045
L10790,57085.2484789781,598671.5,6853082
L10790,57079.4126111305,598670.3,6853118.5
L10790,57072.5167289779,598670.6,6853155.5
L10790,57064.9208611303,598670.9,6853192.5
L10790,57057.3249932827,598670.5,6853229.5
L10790,57050.1156635974,598670.1,6853266.5
L10790,57044.006333912,598670.4,6853303.5
L10790,57039.3570042267,598669.9,6853341
L10790,57035.9476745413,598670.2,6853378
L10790,57033.178344856,598670.6,6853415.5
L10790,57030.3990294758,598670.9,6853452.5
L10790,57028.195036323,598671.2,6853489.5
L10790,57026.4010431703,598672.2,6853527
L10790,57026.0670500175,598673.3,6853564.5
L10790,57028.4430711699,598673.6,6853602
L10790,57033.6890780171,598673.2,6853639
L10790,57039.6550848644,598673.5,6853676
L10790,57044.2457988192,598673.1,6853713.5
L10790,57047.3365270791,598672.6,6853750
L10790,57049.0572410339,598671.4,6853787.5
L10790,57050.7079549887,598671.8,6853825
L10790,57052.7386689435,598671.3,6853862.5
L10790,57055.0393972034,598671.6,6853900
L10790,57056.7047610452,598671.9,6853937
L10790,57057.3001248871,598671.5,6853974.5
L10790,57056.4255030341,598671.1,6854012.5
L10790,57054.750866876,598672.2,6854049.5
L10790,57053.316245023,598673.2,6854086.5
L10790,57053.2816088649,598673.5,6854124
L10790,57054.5519659166,598673.9,6854161.5
L10790,57056.6123372734,598674.2,6854199
L10790,57059.4626943251,598675.2,6854236.5
L10790,57063.1230513768,598674.8,6854273.5
L10790,57067.9234227337,598673.6,6854311.5
L10790,57072.9837797854,598673.9,6854349
L10790,57076.9798309976,598673.5,6854387
L10790,57080.0158822098,598673.8,6854424
L10790,57082.4419334219,598674.1,6854461
L10790,57083.8979846341,598673.7,6854499
L10790,57084.2740215412,598672.5,6854536.5
L10790,57085.4000727533,598672.8,6854574.5
L10790,57089.0528910096,598673.1,6854612.5
L10790,57096.7557235709,598673.4,6854650.5
L10790,57110.5285418272,598673.8,6854688
L10790,57132.1213600834,598674.8,6854725.5
L10790,57160.3841783397,598675.9,6854763.5
L10790,57190.9969965959,598675.5,6854801
L10790,57215.767926577,598675.1,6854839
L10790,57232.6988565581,598675.4,6854876.5
L10790,57244.5698008444,598674.9,6854914
L10790,57253.2807308254,598675.2,6854952
L10790,57259.3416608065,598674.8,6854989.5
L10790,57255.4625907876,598674.4,6855026
L10790,57229.4630630051,598673.2,6855063
L10790,57164.5735209174,598673.5,6855100
L10790,57049.8539788297,598673.1,6855138
L10790,56888.1444510471,598672.6,6855175.5
L10790,56709.1949089594,598672.2,6855213.5
L10790,56574.8753811769,598671.8,6855249.5
L10790,56518.9366687858,598670.6,6855286
L10790,56519.6679563948,598670.1,6855322.5
L10790,56549.3092440038,598669.7,6855360
L10790,56591.6505459179,598669.2,6855396.5
L10790,56635.5818335268,598668.8,6855433
L10790,56677.2531211358,598668.4,6855469.5
L10790,56717.6363542404,598667.9,6855506
L10790,56756.6095730398,598668.2,6855543
L10790,56793.3928061444,598668.6,6855580
L10790,56824.386039249,598667.4,6855617
L10790,56846.1892580484,598666.2,6855653.5
L10790,56856.442491153,598665.8,6855690
L10790,56854.5884851447,598665.3,6855726.5
L10790,56841.9644791364,598664.9,6855763
L10790,56823.0904731282,598664.4,6855799.5
L10790,56804.1764671199,598664.8,6855837
L10790,56789.9224611116,598664.3,6855874
L10790,56782.1484694084,598664.6,6855911
L10790,56782.4177106612,598664.9,6855948
L10790,56790.8769662191,598665.2,6855984.5
L10790,56807.2562074718,598664.8,6856021.5
L10790,56830.1454630297,598665.1,6856058.5
L10790,56856.3647042825,598665.4,6856095.5
L10790,56882.1039598404,598665.7,6856132.5
L10790,56904.5266057105,598666,6856170
L10790,56923.4892515805,598666.3,6856206.5
L10790,56938.8318974506,598667.4,6856243
L10790,56949.0345433207,598667.7,6856280
L10790,56953.6372034959,598668,6856317
L10790,56953.8698493659,598668.3,6856354
L10790,56951.2757138868,598669.4,6856391.5
L10790,56946.6115784077,598670.4,6856428
L10790,56940.3674572337,598671.5,6856465.5
L10790,56932.1733217546,598672.6,6856503
L10790,56921.8992005807,598673.6,6856540.5
L10790,56912.0450651015,598673.9,6856577.5
L10790,56907.1536332891,598673.5,6856614
L10790,56913.6522014767,598673.8,6856651
L10790,56933.4907696643,598674.1,6856688
L10790,56955.9893378519,598674.4,6856725
L10790,56968.8579060395,598674.8,6856762.5
L10790,56970.846474227,598675.1,6856799.5
L10790,56966.8870022153,598674.6,6856836.5
L10790,56959.9275158985,598674.9,6856873.5
L10790,56952.7080295817,598675.2,6856911
L10790,56948.29855757,598674.8,6856948.5
L10790,56949.8390712532,598674.4,6856986
L10790,56959.0695849364,598674.7,6857023.5
L10790,56974.2911715032,598675,6857060.5
L10790,56990.92275807,598675.3,6857097.5
L10790,57006.7643589419,598674.9,6857134.5
L10790,57022.2659455087,598675.2,6857171.5
L10790,57036.7775320755,598675.5,6857209
L10790,57048.1891186423,598675.8,6857246
L10790,57054.8408768704,598676.1,6857283
L10790,57055.8026350986,598675.7,6857320
L10790,57051.6443933268,598675.2,6857357.5
L10790,57044.5761515549,598674.8,6857394.5
L10790,57036.3779097831,598673.6,6857431.5
L10790,57028.2396680113,598673.2,6857468.5
L10790,57020.0708111195,598672,6857506
L10790,57012.3419399226,598670.8,6857543
L10790,57004.7030830309,598669.6,6857580
L10790,56997.0642261391,598669.9,6857617
L10790,56990.5253549422,598669.5,6857654.5
L10790,56986.1264980505,598669.1,6857691.5
L10790,56983.8463966137,598667.9,6857728.5
L10790,56982.7963094821,598668.2,6857766.5
L10790,56982.8362223504,598668.5,6857805
L10790,56984.3561352188,598668.8,6857841.5
L10790,56986.6660337821,598668.4,6857878
L10790,56988.3159466504,598668.7,6857915
L10790,56987.0343002613,598669,6857952.5
L10790,56982.3426538721,598669.3,6857989.5
L10790,56977.0309931779,598668.9,6858027
L10790,56974.2893467888,598669.2,6858064
L10790,56975.0577003996,598669.5,6858101
L10790,56978.3160540105,598669.1,6858138.5
L10790,56982.5129771099,598668.6,6858176
L10790,56986.3399002092,598668.9,6858213.5
L10790,56989.1568233086,598668.5,6858250.5
L10790,56991.073746408,598668.8,6858287.5
L10790,56992.4706552023,598668.4,6858325
L10790,56992.6575783017,598668.7,6858361.5
L10790,56990.1236717044,598668.2,6858399
L10790,56984.459750802,598667.8,6858436
L10790,56977.3358298996,598666.6,6858473
L10790,56971.3019089973,598666.9,6858510.5
L10790,56967.8080024,598666.5,6858548.5
L10790,56968.8040814976,598666.1,6858585.5
L10790,56974.4502750361,598665.6,6858622.5
L10790,56982.4364828798,598665.9,6858660
L10790,56988.2326764183,598665.5,6858697
L10790,56989.688884262,598665.8,6858734
L10790,56989.7950921056,598665.4,6858771.5
L10790,56991.4712856441,598664.9,6858808.5
L10790,56994.6687237276,598664.5,6858845.5
L10790,56997.6761618112,598664.8,6858882.5
L10790,56998.9636141998,598665.1,6858919.5
L10790,56997.3910522833,598666.2,6858957.5
L10790,56993.2384903668,598668,6858995
L10790,56987.9859284503,598668.3,6859032
L10790,56982.495626742,598667.9,6859069.5
L10790,56977.7753107285,598669.7,6859107
L10790,56974.2850090202,598671.5,6859144.5
L10790,56972.4547073118,598671.1,6859181.5
L10790,56971.4043912984,598670.6,6859219
L10790,56970.31408959,598672.4,6859256
L10790,56968.7567919557,598674.2,6859293
L10790,56966.8995086266,598674.6,6859329.5
L10790,56964.3022252975,598674.9,6859366
L10790,56961.5749419683,598675.9,6859403.5
L10790,56959.6276586392,598677.8,6859441.5
L10790,56959.4303610049,598678.1,6859478
L10790,56962.5666253442,598677.6,6859514.5
L10790,56969.0728896835,598677.9,6859551.5
L10790,56976.0591540229,598678.9,6859589
L10790,56981.7054183622,598679.2,6859625.5
L10790,56985.3416827015,598678.8,6859662
L10790,56987.6879470408,598679.1,6859699.5
L10790,56990.0980165406,598680.2,6859737
L10790,56992.6981003456,598680.5,6859774.5
L10790,56996.1181841505,598680.1,6859811.5
L10790,57000.0682679555,598680.4,6859849
L10790,57003.9283517604,598680.7,6859886.5
L10790,57006.4784355654,598679.5,6859923.5
L10790,57007.4323245309,598678.3,6859960
L10790,57007.2561991912,598677.9,6859997
L10790,57006.0900738516,598676.7,6860034.5
L10790,57003.3239628171,598676.2,6860071.5
L10790,56998.4378374774,598675.1,6860108.5
L10790,56991.5917264429,598674.6,6860145.5
L10790,56984.4491058564,598674.2,6860182.5
L10790,56978.3764852698,598673,6860219.5
L10790,56972.8038503782,598671.8,6860257
L10790,56966.5812297917,598671.4,6860294
L10790,56959.0286092051,598670.2,6860331.5
L10790,56950.0959886186,598669.8,6860368.5
L10790,56939.8862719704,598669.4,6860405.5
L10790,56929.196541017,598668.9,6860442.5
L10790,56918.1968243688,598668.5,6860479.5
L10790,56906.7171077206,598668.8,6860517
L10790,56894.7673767672,598668.4,6860554
L10790,56882.907660119,598667.9,6860591
L10790,56872.519846051,598666.8,6860628.5
L10790,56864.652031983,598667.1,6860665
L10790,56859.76420361,598666.6,6860702.5
L10790,56857.386389542,598666.9,6860739.5
L10790,56857.508575474,598666.5,6860776.5
L10790,56859.880761406,598666.1,6860814
L10790,56864.973562458,598665.6,6860851
L10790,56872.4063778151,598665.9,6860888.5
L10790,56881.5291931721,598666.2,6860926
L10790,56890.2119942241,598666.6,6860963
L10790,56896.6448095812,598666.1,6860999.5
L10790,56899.9576106331,598666.4,6861037
L10790,56900.239524768,598667.4,6861074.5
L10790,56897.9414389028,598668.5,6861112
L10790,56894.5133387326,598669.6,6861150
L10790,56889.5052528674,598669.1,6861187
L10790,56881.8971526972,598668.8,6861224.5
L10790,56871.649066832,598669,6861261.5
L10790,56859.0683631308,598669.3,6861298.5
L10790,56845.5476451246,598670.4,6861336.5
L10790,56832.1669414234,598671.5,6861375
L10790,56819.9762234172,598671.8,6861412.5
L10790,56810.105519716,598672.1,6861450
L10790,56803.3048017097,598671.7,6861487.5
L10790,56800.9596205077,598671.2,6861524.5
L10790,56804.5444393056,598671.6,6861562
L10790,56813.3592437984,598671.9,6861599.5
L10790,56824.5340625964,598672.2,6861637.5
L10790,56834.8288813943,598672.5,6861675
L10790,56841.7937001922,598672.8,6861713
L10790,56845.9221675192,598672.4,6861751.5
L10790,56848.6406348462,598672.7,6861789.5
L10790,56850.6191021732,598673,6861827
L10790,56852.5775695002,598673.3,6861864.5
L10790,56854.3460368271,598672.9,6861902
L10790,56855.8445041541,598672.4,6861940
L10790,56856.4948747862,598672,6861977.5
L10790,56855.0252311131,598672.3,6862015
L10790,56852.1756017451,598671.9,6862053
L10790,56849.0559723772,598672.2,6862090.5
L10790,56846.5063430092,598671.8,6862128
L10790,56844.4267136413,598671.4,6862166
L10790,56842.1974998464,598670.2,6862203.5
L10790,56839.4783003567,598669.8,6862241.5
L10790,56835.5090865619,598669.3,6862279
L10790,56829.0498870721,598668.9,6862316.5
L10790,56819.9606732773,598668.4,6862354
L10790,56810.3614737876,598668,6862392
L10790,56804.6216169873,598667.6,6862429.5
L10790,56805.3517601871,598667.9,6862467
L10790,56808.9019033869,598668.9,6862505
L10790,56808.9520465867,598668.5,6862542.5
L10790,56801.9021897865,598667.3,6862579.5
L10790,56790.3523329863,598667.6,6862617
L10790,56779.7112609761,598667.2,6862654.5
L10790,56773.1701746608,598667.6,6862692.5
L10790,56771.9991026507,598667.9,6862730
L10790,56776.9080306405,598668.2,6862767
L10790,56785.5669586303,598668.5,6862804.5
L10790,56792.435872315,598668.8,6862841.5
L10790,56793.4736709256,598669.1,6862879.5
L10790,56785.0714695361,598669.4,6862916.5
L10790,56764.3492681467,598669,6862954
L10790,56737.4070667572,598669.3,6862991.5
L10790,56716.2948510627,598669.6,6863029
L10790,56706.8726496732,598669.2,6863067
L10790,56711.2800913807,598668.8,6863104.5
L10790,56730.4075330882,598668.3,6863141.5
L10790,56765.1249747957,598667.9,6863179
L10790,56806.9624165032,598668.2,6863216
L10790,56848.6198582106,598668.5,6863254
L10790,56896.327285613,598668.1,6863291.5
L10790,56953.435815234,598667.6,6863329.5
L10790,57015.8943305499,598667.9,6863367
L10790,57068.7028458657,598668.2,6863404.5
L10790,57091.3313611816,598669.3,6863442.5
L10790,57075.7498764975,598670.4,6863480
L10790,57023.9483918134,598669.9,6863517
L10790,56962.5299834537,598669.5,6863554.5
L10790,56912.1015607889,598669.8,6863592
L10790,56872.5431381242,598670.1,6863629.5
L10790,56851.5847154594,598670.4,6863667
L10790,56854.7962927946,598670.8,6863705
L10790,56869.8478701298,598671.1,6863742.5
L10790,56897.7249699641,598671.4,6863780
L10790,56940.7220554933,598671.7,6863817.5
L10790,56977.3991553277,598671.2,6863854.5
L10790,56980.2762408568,598671.6,6863891.5
L10790,56944.1033406912,598671.1,6863929
L10790,56878.4904262203,598671.4,6863966.5
L10790,56819.2057379153,598672.5,6864004
L10790,56813.0210353052,598672.1,6864041
L10790,56837.2463470001,598671.6,6864077.5
L10790,56836.25164439,598671.9,6864114.5
L10790,56812.3369417798,598672.2,6864151.5
L10790,56806.2622534748,598672.6,6864188
L10790,56826.5885236125,598672.9,6864224.5
L10790,56838.1548080552,598672.4,6864262
L10790,56829.0710781929,598672,6864299
L10790,56821.3073626357,598671.6,6864335.5
L10790,56818.0436327733,598671.1,6864372
L10790,56799.6099172161,598670.7,6864409
L10790,56765.5998208529,598670.2,6864446.5
L10790,56729.8997244897,598670.6,6864483
L10790,56700.9196281265,598670.1,6864519.5
L10790,56678.3195317633,598669.6,6864556
L10790,56667.0294354001,598668.4,6864592.5
L10790,56675.0993390369,598668.8,6864629
L10790,56701.395265127,598669.1,6864665.5
L10790,56737.3312055222,598670.1,6864702
L10790,56781.6471316123,598671.2,6864739
L10790,56838.9230720075,598670.8,6864775
L10790,56903.5589980976,598670.3,6864811
L10790,56965.8049384929,598670.6,6864847.5
L10790,57016.9388611421,598670.9,6864884
L10790,57057.8427980965,598671.2,6864920
L10790,57101.3867350509,598670.8,6864956.5
L10790,57155.8606577001,598670.3,6864992.5
L10790,57208.4645946545,598669.1,6865029
L10790,57245.3285316088,598668.7,6865065.5
L10790,57267.8618098031,598667.5,6865101.5
L10790,57273.7850879974,598666.2,6865137
L10790,57247.1983661917,598664.3,6865173.5
L10790,57161.451644386,598662.4,6865209.5
L10790,57048.2849225803,598660.4,6865245.5
L10790,57039.1982007746,598659.2,6865281.5
L10790,57127.571463939,598658.1,6865317.5
L10790,57191.2447127983,598656.1,6865353.5
L10790,57206.6079616575,598654.9,6865389.5
L10790,57199.6012248219,598654.5,6865425.5
L10790,57187.1044736812,598653.2,6865461.5
L10790,57175.7177368456,598653.6,6865497.5
L10790,57166.0409134545,598653.1,6865533.5
L10790,57157.0540900634,598653.4,6865569.5
L10790,57149.0272666723,598654.5,6865605.5
L10790,57137.1704432812,598654.8,6865641.5
L10790,57122.343605585,598655.1,6865677.5
L10790,57107.3567821939,598656.1,6865713.5
L10790,57095.229199907,598657.2,6865749.5
L10790,57090.28161762,598657.5,6865785.5
L10790,57090.204035333,598658.5,6865821.5
L10790,57091.6064530461,598658.8,6865857.5
L10790,57096.5988707591,598659.1,6865893.5
L10790,57106.6612884721,598660.2,6865930
L10790,57115.7516455238,598661.2,6865966.5
L10790,57118.5420025756,598661.6,6866002
L10790,57115.3023739324,598661.1,6866037.5
L10790,57109.2127309841,598661.4,6866073.5
L10790,57102.4831023409,598661.7,6866109.5
L10790,57096.2734593926,598662.8,6866145.5
L10790,57088.7600248642,598664.5,6866181.5
L10790,57076.0665903357,598664.1,6866217.5
L10790,57059.3431415021,598662.9,6866253.5
L10790,57040.5497069736,598663.2,6866289.5
L10790,57021.8262724451,598663.5,6866325.5
L10790,57004.7028379166,598664.6,6866362.5
L10790,56989.8736377021,598666.4,6866399.5
L10790,56977.2744517927,598665.9,6866436
L10790,56967.9252658833,598664.7,6866472
L10790,56961.2960656688,598665,6866508
L10790,56956.6268797594,598666.1,6866544
L10790,56953.8476795449,598666.4,6866580.5
L10790,56952.5207252334,598666.7,6866617
L10790,56952.3637709219,598668.4,6866654
L10790,56953.0268166104,598670.2,6866691
L10790,56954.0098622989,598670.6,6866727
L10790,56955.1928936822,598670.1,6866763.5
L10790,56956.4659393707,598670.4,6866800
L10790,56957.6892854666,598671.5,6866837.5
L10790,56959.3526172574,598671.8,6866873.5
L10790,56961.9059490482,598671.4,6866909.5
L10790,56964.8792951441,598671.7,6866946.5
L10790,56968.4626269349,598672.7,6866983.5
L10790,56972.0959730308,598671.5,6867020
L10790,56975.4478886153,598670.3,6867056.5
L10790,56977.7098041997,598669.9,6867093
L10790,56978.7517197841,598669.4,6867130
L10790,56979.4536353686,598669.8,6867166
L10790,56979.785550953,598669.3,6867202
L10790,56980.0774808425,598668.9,6867238.5
L10790,56980.5465783194,598667.7,6867275
L10790,56981.4056901013,598668,6867311.5
L10790,56983.0248018832,598667.5,6867348
L10790,56985.0638993601,598667.1,6867384.5
L10790,56987.663011142,598665.9,6867421
L10790,56991.6521086188,598666.2,6867458
L10790,56997.91738663,598666.5,6867494.5
L10790,57003.7826503361,598666.8,6867531
L10790,57005.5979140422,598667.1,6867567.5
