Line,Mag,x,y
L10231,57022.3268972285,584671.9,6852909
L10231,57039.2400121237,584672.3,6852867.5
L10231,57059.7860874528,584672.8,6852826
L10231,57083.8821484768,584673.2,6852784.5
L10231,57108.5082238059,584673.7,6852743
L10231,57125.9942848299,584673.4,6852701.5
L10231,57117.5703601591,584673.1,6852660
L10231,57045.4564211831,584673.5,6852618
L10231,56890.1061292865,584673.9,6852577
L10231,56719.8258230849,584674.4,6852535
L10231,56638.4855168833,584673.4,6852493.5
L10231,56647.7952106816,584673.1,6852452
L10231,56688.43490448,584672.8,6852410.5
L10231,56728.6545982783,584672.4,6852369.5
L10231,56760.9979105459,584672.9,6852328.5
L10231,56785.1612228135,584672.6,6852287
L10231,56802.1645350811,584672.3,6852245.5
L10231,56813.2378473487,584672.8,6852204.5
L10231,56819.8411596163,584673.2,6852163.5
L10231,56823.864486189,584672.9,6852122.5
L10231,56826.3007302804,584671.9,6852081.5
L10231,56826.6169743717,584671.6,6852040
L10231,56823.273218463,584671.3,6851998.5
L10231,56815.1494625544,584671,6851957
L10231,56801.7857066457,584670.7,6851916
L10231,56783.7119650421,584670.4,6851875
L10231,56762.9898248866,584670.1,6851834.5
L10231,56741.1476847311,584669.8,6851793.5
L10231,56714.6255588808,584668.8,6851752.5
L10231,56675.3134187253,584668.5,6851711.5
L10231,56620.2812928749,584668.9,6851670.5
L10231,56559.1691527194,584668.6,6851629.5
L10231,56503.6568258726,584668.3,6851588.5
L10231,56467.4144990258,584668.1,6851547.5
L10231,56456.0021578739,584668.5,6851506.5
L10231,56459.5598310271,584668.9,6851465.5
L10231,56468.7975041804,584669.4,6851425
L10231,56478.3251773336,584669.9,6851384
L10231,56495.4104751129,584670.3,6851342.5
L10231,56555.1157871974,584670.8,6851301.5
L10231,56674.2110992819,584671.2,6851260.5
L10231,56807.7363970613,584671.6,6851219.5
L10231,56910.2417091458,584672.1,6851179
L10231,56967.0670069252,584671.8,6851138.5
L10231,56983.8376119021,584671.5,6851097.5
L10231,56978.868202574,584672,6851056.5
L10231,56968.8587932458,584672.4,6851016
L10231,56961.8493839176,584672.1,6850975.5
L10231,56960.6599888946,584671.8,6850934.5
L10231,56964.5905795664,584671.6,6850894
L10231,56969.9640455663,584671.2,6850853.5
L10231,56974.3875115662,584670.9,6850813
L10231,56976.8309775661,584670.7,6850772.5
L10231,56976.334443566,584670.4,6850732
L10231,56972.7679095659,584670.8,6850691.5
L10231,56966.9513755658,584671.3,6850651.5
L10231,56960.5153422447,584671.8,6850611
L10231,56955.2593232288,584672.2,6850570.5
L10231,56952.0532899077,584671.9,6850530
L10231,56950.6972708917,584671.6,6850489.5
L10231,56950.3812375706,584672.1,6850449
L10231,56950.4152042495,584671.8,6850409
L10231,56950.6475258402,584672.2,6850369
L10231,56950.719847431,584671.9,6850329
L10231,56950.4721690217,584671.7,6850289.5
L10231,56950.2244906124,584671.4,6850249.5
L10231,56949.536797898,584671.1,6850209.5
L10231,56948.3091194887,584670.8,6850169
L10231,56947.0030439771,584669.8,6850129
L10231,56945.6559828621,584669.5,6850089
L10231,56944.6279361438,584669.2,6850049.5
L10231,56943.8794037764,584668.9,6850009.5
L10231,56943.370871409,584668.6,6849969.5
L10241,56748.0723728243,584919.9,6873482.5
L10241,56748.5294682374,584919.6,6873449.5
L10241,56750.4765779557,584919.4,6873417
L10241,56753.2136733688,584919.2,6873384
L10241,56756.5507687819,584918.9,6873351.5
L10241,56760.3178785002,584918.7,6873318.5
L10241,56763.1649739133,584919.2,6873286
L10241,56761.6607825909,584919,6873253
L10241,56755.2865769633,584919.5,6873220.5
L10241,56746.0723856409,584920,6873188
L10241,56736.5181800134,584920.6,6873155.5
L10241,56728.253988691,584921.1,6873122.5
L10241,56721.5497830634,584921.6,6873090.5
L10241,56717.1615727286,584922.1,6873058.5
L10241,56714.9633480886,584922.6,6873025.5
L10241,56714.8751377537,584922.4,6872993
L10241,56715.9969131137,584923.6,6872960.5
L10241,56717.5387027789,584924.1,6872928.5
L10241,56720.6004781389,584924.7,6872896
L10241,56726.6761173295,584924.4,6872863.5
L10241,56735.6117422149,584924.2,6872831
L10241,56746.0173814055,584923.9,6872798
L10241,56756.1230205961,584924.5,6872766
L10241,56765.0186454816,584925,6872734
L10241,56773.1642846721,584924.8,6872701
L10241,56780.9624000972,584924.5,6872668.5
L10241,56786.7105012171,584924.3,6872635
L10241,56788.9186166421,584924.1,6872602
L10241,56788.4367320671,584924.6,6872569
L10241,56788.264833187,584925.1,6872536.5
L10241,56788.932948612,584925.6,6872504
L10241,56789.4831111181,584925.4,6872471
L10241,56789.363259319,584925.1,6872438
L10241,56789.1334075199,584924.9,6872404.5
L10241,56790.5035700259,584925.4,6872371.5
L10241,56795.2737182268,584925.1,6872338
L10241,56802.3138807328,584926.4,6872305
L10241,56808.866619609,584926.9,6872271.5
L10241,56813.2793584853,584927.4,6872238.5
L10241,56815.6720830564,584927.2,6872205
L10241,56816.4548219327,584927.7,6872172
L10241,56815.7875608089,584928.2,6872138.5
L10241,56814.7602996852,584928.8,6872106
L10241,56813.7171741892,584929.2,6872073.5
L10241,56813.1140486932,584929,6872040
L10241,56813.5309231972,584928.8,6872007
L10241,56816.6677977012,584928.5,6871973.5
L10241,56823.1646722052,584928.3,6871940.5
L10241,56829.7615467092,584928.8,6871907
L10241,56834.4350888462,584929.3,6871874
L10241,56837.7386309833,584929.1,6871840.5
L10241,56839.6621588152,584928.8,6871807.5
L10241,56838.5757009523,584928.6,6871775
L10241,56834.0892430893,584928.4,6871742
L10241,56826.5927852264,584928.1,6871709.5
L10241,56817.726299478,584927.9,6871676.5
L10241,56810.5497994245,584926.9,6871643
L10241,56808.2333136761,584925.9,6871609
L10241,56811.5268279278,584924.9,6871575.5
L10241,56818.2303421794,584924.7,6871542.5
L10241,56826.6738421259,584925.2,6871509.5
L10241,56835.8811479577,584924.9,6871476
L10241,56844.0384537895,584925.4,6871443
L10241,56848.9057596213,584926,6871409.5
L10241,56850.843051148,584926.5,6871376.5
L10241,56850.2203569799,584926.2,6871343.5
L10241,56845.7776628117,584926.8,6871309.5
L10241,56839.6227942661,584927.2,6871275.5
L10241,56834.2979257205,584927.8,6871242.5
L10241,56829.1430714799,584928.2,6871209
L10241,56823.3182029343,584928.8,6871175.5
L10241,56815.2533343887,584928.6,6871141.5
L10241,56805.4184801482,584928.3,6871108
L10241,56795.8453282163,584928.1,6871074
L10241,56788.0221762845,584927.8,6871040
L10241,56783.5290243526,584927.6,6871005.5
L10241,56781.5858724208,584927.3,6870971.5
L10241,56780.6127204889,584927.1,6870937.5
L10241,56778.2695685571,584926.8,6870903.5
L10241,56775.4815664665,584926.6,6870869
L10241,56775.993564376,584926.3,6870835.5
L10241,56781.8655765906,584926.1,6870801.5
L10241,56792.8075745,584925.9,6870766.5
L10241,56805.5095724095,584925.6,6870731.5
L10241,56814.971584624,584926.1,6870697.5
L10241,56818.3415075671,584925.9,6870663
L10241,56815.981416205,584927.1,6870628
L10241,56811.511339148,584927.6,6870593
L10241,56809.011262091,584927.4,6870559
L10241,56810.4011707289,584927.1,6870524.5
L10241,56812.881093672,584926.9,6870489.5
L10241,56813.0708299237,584926.6,6870454.5
L10241,56811.6705661754,584926.4,6870420
L10241,56809.8103024272,584926.1,6870385
L10241,56806.8100386789,584925.1,6870350.5
L10241,56803.1797749307,584924.9,6870316.5
L10241,56801.8095111824,584923.1,6870281.5
L10241,56804.0299905753,584922.1,6870246.5
L10241,56809.1104699682,584921.1,6870211.5
L10241,56814.6809493612,584920.9,6870176.5
L10241,56818.4514430592,584919.9,6870142
L10241,56820.1219224521,584918.9,6870107
L10241,56821.122401845,584917.9,6870072
L10241,56822.8435385484,584917.6,6870037
L10241,56824.1846752518,584917.4,6870002
L10241,56824.4358119552,584917.1,6869967
L10241,56823.0869629637,584917.6,6869932.5
L10241,56820.7980996671,584917.4,6869897.5
L10241,56818.2192363705,584917.9,6869863.5
L10241,56815.7499431957,584918.4,6869829
L10241,56813.9706357158,584918.1,6869794
L10241,56812.9813425409,584917.9,6869759
L10241,56812.8020493661,584918.4,6869724.5
L10241,56813.6727561913,584918.9,6869690
L10241,56814.7634630164,584919.4,6869655
L10241,56815.6118659933,584919.9,6869619.5
L10241,56816.2802832753,584920.4,6869585
L10241,56816.2586862522,584920.1,6869550.5
L10241,56815.7571035343,584921.4,6869516
L10241,56815.2455208163,584921.9,6869480.5
L10241,56814.3539237932,584922.4,6869446
L10241,56813.1077197983,584922.1,6869411
L10241,56811.0515301086,584923.4,6869376
L10241,56807.9653261138,584923.9,6869341.5
L10241,56803.9491221189,584924.4,6869307
L10241,56799.2829181241,584924.9,6869272.5
L10241,56794.1867141292,584926.1,6869238
L10241,56790.443328242,584926.6,6869204
L10241,56789.8799423548,584927.1,6869169
L10241,56793.3365421624,584926.9,6869134
L10241,56799.9431562752,584927.4,6869099.5
L10241,56807.3197703879,584927.1,6869065.5
L10241,56813.6063701956,584926.1,6869030.5
L10241,56817.9531702749,584925.9,6868995.5
L10241,56820.4399703541,584926.4,6868961.5
L10241,56822.3867704334,584926.1,6868927
L10241,56824.9535705126,584925.1,6868892
L10241,56828.6903705919,584924.9,6868857
L10241,56833.7771706711,584923.9,6868822.5
L10241,56840.1617677627,584922.9,6868788.5
L10241,56846.6763505492,584921.9,6868754.5
L10241,56851.6909476408,584920.9,6868721
L10241,56854.5355304272,584919.1,6868686.5
L10241,56855.3201275188,584917.4,6868652
L10241,56854.7347103053,584916.4,6868618.5
L10241,56853.0551303034,584916.2,6868584.5
L10241,56849.1155503015,584915.2,6868549.5
L10241,56843.6659702995,584914.9,6868515
L10241,56839.4763902976,584913.9,6868480.5
L10241,56839.1168102957,584912.9,6868446
L10241,56841.2072302938,584913.4,6868412
L10241,56842.6621571278,584913.9,6868377.5
L10241,56842.3670696567,584913.7,6868343
L10241,56840.2019964907,584913.4,6868308.5
L10241,56836.7769233247,584913.9,6868274
L10241,56834.0018501587,584913.7,6868240
L10241,56832.3967769928,584914.2,6868205.5
L10241,56831.3756384581,584913.9,6868171.5
L10241,56829.6044999235,584914.4,6868137
L10241,56826.8033470837,584914.9,6868102.5
L10241,56824.4222085491,584915.4,6868067.5
L10241,56822.4810700145,584915.2,6868033
L10241,56820.3499314798,584914.9,6867998.5
L10241,56817.5729707635,584914.7,6867964
L10241,56815.645995742,584915.2,6867929.5
L10241,56816.6390350257,584914.9,6867894.5
L10241,56820.4820600043,584916.2,6867859.5
L10241,56826.1350992879,584916.7,6867824.5
L10241,56833.1981242665,584917.2,6867789
L10241,56841.4963570316,584916.9,6867753.5
L10241,56850.0645897967,584918.2,6867719
L10241,56857.1328225618,584919.4,6867685
L10241,56862.6510553269,584919.9,6867649
L10241,56866.689288092,584919.7,6867613
L10241,56869.2375208571,584920.9,6867578
L10241,56870.432606497,584922.2,6867543
L10241,56871.1576921368,584923.4,6867507.5
L10241,56871.8527634716,584924.6,6867472
L10241,56872.1478491114,584925.9,6867437.5
L10241,56871.5529347513,584927.1,6867402.5
L10241,56870.7880203912,584928.4,6867367
L10241,56870.082104673,584929.6,6867331.5
L10241,56868.94620326,584930.9,6867296.5
L10241,56867.6902875418,584932.1,6867261.5
L10241,56866.7143861287,584933.4,6867226
L10241,56867.0184847157,584933.8,6867190.5
L10241,56869.4625689975,584934.3,6867155.5
L10241,56873.4581410113,584934.1,6867121
L10241,56876.7937130251,584933.8,6867085
L10241,56879.3492850388,584933.6,6867049
L10241,56882.1248713577,584933.3,6867013.5
L10241,56886.3004433715,584933.1,6866978
L10241,56892.9360153852,584932.8,6866943
L10241,56902.7555928311,584932.6,6866908
L10241,56915.875170277,584933.1,6866873
L10241,56930.7347477229,584932.8,6866838.5
L10241,56946.8243251688,584932.6,6866802.5
L10241,56963.8139169198,584932.3,6866766.5
L10241,56980.6234943657,584932.1,6866731
L10241,56996.6293374519,584931.8,6866695.5
L10241,57011.6351948431,584931.5,6866659.5
L10241,57025.6810379293,584931.2,6866623.5
L10241,57038.1668953205,584931,6866588.5
L10241,57049.4627384067,584930.8,6866553.5
L10241,57060.518595798,584929.8,6866518
L10241,57070.1525641893,584929.5,6866481.5
L10241,57076.9165468857,584929.2,6866445.5
L10241,57079.7205152771,584929,6866409.5
L10241,57071.1244979735,584929.4,6866374.5
L10241,57025.6484663648,584929.2,6866339
L10241,56885.5524490613,584928.9,6866303
L10241,56630.0058445232,584928.7,6866266.5
L10241,56438.1792399852,584928.4,6866231
L10241,56431.0426354471,584928.2,6866195.5
L10241,56497.1860309091,584927.9,6866160
L10241,56552.849426371,584927.7,6866124
L10241,56603.882821833,584926.7,6866088.5
L10241,56651.9963024008,584926.4,6866053
L10241,56690.2597829686,584926.1,6866017.5
L10241,56718.0732492314,584925.9,6865982
L10241,56738.2267297992,584924.9,6865946
L10241,56753.9502103671,584924.6,6865910
L10241,56767.6736909349,584924.4,6865874.5
L10241,56780.2071707779,584924.1,6865839
L10241,56791.370650621,584923.9,6865803
L10241,56801.4641447692,584923.6,6865767
L10241,56811.6476246122,584923.4,6865731.5
L10241,56822.8411044553,584923.1,6865696
L10241,56835.2845842983,584922.1,6865660.5
L10241,56848.4473338557,584921.1,6865624
L10241,56861.120069108,584921.6,6865588.5
L10241,56872.0828186654,584922.1,6865553
L10241,56880.9555539177,584921.8,6865517
L10241,56887.8483034751,584921.6,6865481.5
L10241,56892.2710387274,584922.1,6865446
L10241,56893.041670403,584921.8,6865410.5
L10241,56889.8923163838,584922.3,6865375
L10241,56883.6829480594,584922,6865339.5
L10241,56876.303579735,584921.8,6865303.5
L10241,56870.9742114107,584921.5,6865267.5
L10241,56868.6048430863,584922,6865232
L10241,56866.211468605,584922.5,6865196.5
L10241,56861.7381084288,584923,6865161
L10241,56855.1047339475,584922.8,6865125.5
L10241,56847.5613594663,584923.2,6865090
L10241,56841.857984985,584923,6865054.5
L10241,56839.0046105037,584923.4,6865018.5
L10241,56838.0650984034,584923.9,6864982.5
L10241,56837.465586303,584924.4,6864947
L10241,56835.7260598976,584924.2,6864912
L10241,56833.4965477973,584924.7,6864876.5
L10241,56831.9570213919,584925.2,6864841
L10241,56830.7475092916,584926.4,6864805.5
L10241,56828.7697710255,584926.9,6864770
L10241,56825.1920327594,584928.1,6864735
L10241,56820.7642944933,584928.6,6864700
L10241,56815.8765562273,584929.1,6864664.5
L10241,56811.0688179612,584928.9,6864629
L10241,56807.1910796951,584928.6,6864593.5
L10241,56804.7532555983,584928.4,6864557
L10241,56803.5654315015,584927.4,6864522
L10241,56803.0876074048,584927.1,6864486.5
L10241,56803.479783308,584926.9,6864451
L10241,56804.8719592112,584926.6,6864415.5
L10241,56807.1341351145,584925.6,6864380.5
L10241,56809.8046802346,584924.6,6864345.5
L10241,56812.5352110497,584923.6,6864310
L10241,56815.3557418647,584923.4,6864274.5
L10241,56818.8562726797,584922.4,6864239
L10241,56822.8168177999,584922.1,6864204
L10241,56827.3373486149,584921.1,6864168.5
L10241,56832.3250327121,584920.1,6864133
L10241,56837.9027311144,584919.8,6864097.5
L10241,56843.8204295167,584919.6,6864062
L10241,56849.7681136139,584918.6,6864026.5
L10241,56855.2758120163,584918.3,6863991
L10241,56860.0035104186,584918.1,6863956
L10241,56863.5575324064,584917.8,6863921.5
L10241,56865.4015543942,584917.6,6863886
L10241,56865.3755763821,584917.3,6863850.5
L10241,56863.5295983699,584917.1,6863815.5
L10241,56860.0936346628,584916.8,6863780.5
L10241,56855.1776566506,584917.3,6863746
L10241,56848.6576016808,584917.1,6863711
L10241,56840.107561016,584916.8,6863675.5
L10241,56830.3375060461,584916.6,6863640
L10241,56820.0674653814,584917.1,6863605
L10241,56809.9274247166,584917.6,6863570
L10241,56800.2973697467,584917.2,6863535.5
L10241,56791.3532807345,584917,6863500
L10241,56781.0391917223,584917.5,6863465.5
L10241,56765.81510271,584917.2,6863430.5
L10241,56740.3310136978,584917,6863395
L10241,56701.3669246855,584916.8,6863359.5
L10241,56657.1228356733,584917.2,6863324
L10241,56621.2451703824,584917,6863288.5
L10241,56591.3575193966,584916.8,6863253
L10241,56552.9098684108,584916.5,6863217.5
L10241,56493.352217425,584916.2,6863182
L10241,56411.714552134,584916,6863147
L10241,56322.0969011482,584915.8,6863112
L10241,56241.4265608009,584915.5,6863077
L10241,56196.9662204535,584916,6863041.5
L10241,56250.9358801061,584916.4,6863006
L10241,56468.4955397587,584916.9,6862971
L10241,56768.7251994113,584917.4,6862935.5
L10241,56985.4948733691,584917.9,6862900
L10241,57092.9029737642,584918.4,6862864.5
L10241,57134.3610741593,584918.9,6862829
L10241,57142.7191745544,584919.4,6862793.5
L10241,57138.5872892546,584920.7,6862758
L10241,57133.5953896498,584921.1,6862722.5
L10241,57131.5034900449,584921.6,6862687
L10241,57131.9312614223,584922.1,6862651.5
L10241,57134.2390327998,584921.9,6862616
L10241,57137.7568041773,584921.6,6862580.5
L10241,57141.1345612496,584922.1,6862545
L10241,57142.6723326271,584922.6,6862509.5
L10241,57143.4401040046,584922.4,6862474
L10241,57145.2587050787,584922.1,6862439
L10241,57145.5473061528,584922.6,6862403.5
L10241,57136.925907227,584923.1,6862368
L10241,57108.6745083011,584922.8,6862332.5
L10241,57046.2131093752,584922.6,6862297
L10241,56944.9217104494,584923.8,6862261.5
L10241,56838.8522284089,584924.3,6862226
L10241,56782.2627463684,584923.3,6862190
L10241,56780.4032500228,584923.1,6862154
L10241,56803.3937679823,584923.6,6862119
L10241,56831.5742716367,584924.1,6862084.5
L10241,56858.1747895962,584923.8,6862048.5
L10241,56881.4681256633,584923.5,6862012.5
L10241,56899.3214617304,584923.2,6861976.5
L10241,56910.1447977975,584923,6861940
L10241,56914.0781195595,584923.5,6861905
L10241,56912.9214556266,584924,6861869.5
L10241,56907.8047916937,584924.5,6861833.5
L10241,56898.6515895986,584924.2,6861797.5
L10241,56885.5383875035,584924.7,6861762
L10241,56869.3651711032,584924.4,6861726.5
L10241,56852.0419690081,584925.7,6861690.5
L10241,56836.238766913,584926.2,6861654.5
L10241,56822.2555648179,584926.7,6861619
L10241,56810.2261821884,584926.4,6861583.5
L10241,56800.6767995589,584926.2,6861548
L10241,56793.7374169294,584925.9,6861512.5
L10241,56787.5180342999,584926.4,6861476.5
L10241,56780.7386516704,584926.9,6861440.5
L10241,56772.789269041,584927.4,6861405.5
L10241,56764.2637058771,584927.9,6861371
L10241,56756.1981427133,584926.9,6861335
L10241,56750.0925938545,584926.6,6861299
L10241,56746.8470306907,584927.1,6861263
L10241,56746.5914675268,584926.8,6861227
L10241,56747.605904363,584926.6,6861192
L10241,56749.0438316471,584926.3,6861157
L10241,56751.1217732364,584925.3,6861121
L10241,56753.3297005206,584924.3,6861085
L10241,56755.3876278047,584924.8,6861049
L10241,56758.0955550889,584924.6,6861013
L10241,56763.353482373,584924.3,6860977.5
L10241,56771.734256375,584924.1,6860942
L10241,56781.315030377,584924.5,6860906.5
L10241,56790.275804379,584924.2,6860871
L10241,56798.236578381,584924.8,6860835.5
L10241,56805.5673523829,584924.5,6860800
L10241,56812.21814069,584924.2,6860764.5
L10241,56818.1909174081,584924,6860729.5
L10241,56823.5336941261,584923.8,6860694.5
L10241,56827.9064851493,584923.5,6860659.5
L10241,56831.2292618674,584923.2,6860624
L10241,56833.4220528905,584923,6860588.5
L10241,56834.8248296086,584922.8,6860553.5
L10241,56835.5887507358,584922.5,6860518
L10241,56836.4226575579,584923,6860483.5
L10241,56837.35656438,584923.5,6860449
L10241,56838.5304855073,584922.5,6860413.5
L10241,56840.1143923294,584921.5,6860378
L10241,56841.8283134566,584921.9,6860342.5
L10241,56843.1624920759,584922.4,6860307
L10241,56843.8166706952,584922.9,6860272
L10241,56843.6608493145,584922.7,6860237.5
L10241,56842.8250279338,584922.4,6860202.5
L10241,56841.2492065531,584922.2,6860167.5
L10241,56838.5233851724,584922.7,6860132
L10241,56835.3470631127,584922.4,6860096.5
L10241,56831.6807410529,584923.7,6860061.5
L10241,56828.2244189932,584924.2,6860026
L10241,56825.1580969335,584924.7,6859991
L10241,56822.4917605687,584924.4,6859956
L10241,56819.9354385089,584924.9,6859920.5
L10241,56817.4680292605,584925.4,6859885
L10241,56814.5506200121,584925.9,6859850
L10241,56811.5632107636,584925.6,6859815.5
L10241,56809.16578721,584926.1,6859780.5
L10241,56807.1783779616,584925.9,6859745.5
L10241,56805.9509687132,584925.6,6859710.5
L10241,56806.0120288174,584925.4,6859675.5
L10241,56808.2530889217,584924.4,6859641
L10241,56813.254149026,584924.1,6859606
L10241,56821.4152091303,584922.4,6859570.5
L10241,56832.6262835397,584921.4,6859535
L10241,56847.087343644,584921.1,6859500
L10241,56865.6365297782,584920.9,6859465
L10241,56888.5057016073,584920.6,6859430.5
L10241,56913.1348877416,584920.4,6859395.5
L10241,56932.9840738758,584920.1,6859360
L10241,56932.9232600101,584919.9,6859324.5
L10241,56910.1924318392,584919.6,6859289.5
L10241,56895.3794865114,584919.4,6859255
L10241,56898.6565268784,584919.1,6859220
L10241,56908.9135672455,584918.9,6859185
L10241,56920.5306219176,584919.4,6859150
L10241,56931.7776622846,584919.9,6859115
L10241,56940.6547026517,584919.6,6859079.5
L10241,56945.6693826748,584919.3,6859044.5
L10241,56946.4740626979,584919.8,6859009
L10241,56943.808742721,584919.6,6858973.5
L10241,56938.5334227441,584920.1,6858938
L10241,56930.7581027672,584919.8,6858902.5
L10241,56918.9227827903,584921.1,6858867.5
L10241,56902.0548735876,584921.6,6858832.5
L10241,56880.7869786901,584922.1,6858797
L10241,56857.7790694874,584921.8,6858761.5
L10241,56835.8711745899,584922.2,6858727
L10241,56817.3932653872,584922.8,6858692
L10241,56804.4053561845,584923.2,6858657
L10241,56796.4946860947,584923.8,6858622
L10241,56790.7540016998,584924.2,6858586.5
L10241,56782.83333161,584924,6858551
L10241,56769.7526472151,584924.5,6858516
L10241,56751.9419628201,584925,6858481.5
L10241,56732.4612927303,584925.5,6858446.5
L10241,56715.107561346,584925.2,6858411.5
L10241,56704.3338299616,584925.8,6858376
L10241,56704.9500985772,584925.5,6858340.5
L10241,56720.5163671929,584926,6858305.5
L10241,56747.7726358085,584926.4,6858271
L10241,56779.3489187292,584926.2,6858236
L10241,56809.4516968969,584925.9,6858201
L10241,56834.1244893696,584926.4,6858165.5
L10241,56852.2772818424,584926.2,6858130
L10241,56864.60006001,584925.9,6858095
L10241,56871.5428524828,584925.7,6858060.5
L10241,56874.1356449555,584925.4,6858025
L10241,56871.574288945,584925.2,6857989.5
L10241,56855.2629472396,584924.9,6857954.5
L10241,56813.5916055342,584924.7,6857919.5
L10241,56748.7602495236,584925.2,6857884
L10241,56685.6289078182,584924.9,6857848.5
L10241,56651.8075661128,584924.7,6857813.5
L10241,56647.2213606684,584924.4,6857779
L10241,56651.8651552239,584924.9,6857744
L10241,56659.1789497795,584925.4,6857709
L10241,56670.7827443351,584925.2,6857674
L10241,56683.6865388907,584924.9,6857639.5
L10241,56695.1403477514,584924.6,6857604
L10241,56705.7187206684,584924.4,6857568.5
L10241,56715.6071078906,584923.4,6857533
L10241,56723.4354808077,584922.4,6857497.5
L10241,56727.8338680299,584922.9,6857462.5
L10241,56730.692240947,584923.4,6857427.5
L10241,56736.8306138641,584923.9,6857393
L10241,56747.8732075148,584924.4,6857358
L10241,56761.8357868604,584923.4,6857322.5
L10241,56775.9883662061,584923.1,6857287
L10241,56789.2109455517,584923.6,6857251.5
L10241,56800.5035248973,584923.4,6857216
L10241,56809.6861042429,584923.9,6857181
L10241,56817.0126897454,584924.3,6857146
L10241,56822.5092609429,584924.1,6857111.5
L10241,56826.2258464454,584923.8,6857076.5
L10241,56828.8324176428,584923.6,6857041
L10241,56830.9290031453,584923.3,6857005.5
L10241,56832.7055886479,584923.8,6856970.5
L10241,56834.1661803073,584923.6,6856935.5
L10241,56835.5367719668,584923.3,6856901
L10241,56836.7973636262,584923.1,6856866
L10241,56837.4779695908,584923.6,6856831.5
L10241,56836.8585612503,584923.3,6856797.5
L10241,56835.1391529097,584922.3,6856762
L10241,56832.7440511335,584922.1,6856726.5
L10241,56829.5189493573,584922.6,6856691.5
L10241,56824.6838475811,584922.3,6856656.5
L10241,56816.6887458049,584922.8,6856621.5
L10241,56806.7436440287,584922.6,6856587
L10241,56797.5385422524,584922.3,6856552
L10241,56791.4782763298,584922.1,6856517
L10241,56788.6580247123,584922.6,6856482
L10241,56788.1477730948,584923.1,6856447
L10241,56789.4075071721,584922.8,6856412
L10241,56791.5172555546,584922.5,6856376.5
L10241,56793.8970039371,584923,6856341.5
L10241,56795.6423892596,584922.8,6856306.5
L10241,56796.5177888872,584923.2,6856271.5
L10241,56796.7131885148,584923,6856236.5
L10241,56796.0885738372,584923.5,6856201.5
L10241,56794.4939734648,584924,6856167
L10241,56792.4893730924,584924.5,6856131.5
L10241,56790.4114253232,584924.2,6856096
L10241,56788.283491859,584924.8,6856060.5
L10241,56787.0155583949,584924.5,6856025
L10241,56786.9976106256,584924.2,6855990
L10241,56788.4296771615,584923.9,6855955
L10241,56791.1517436974,584922.9,6855920
L10241,56794.0717073814,584922.7,6855884.5
L10241,56795.9716853705,584923.2,6855849.5
L10241,56795.5716633596,584922.9,6855814.5
L10241,56792.2516413487,584924.2,6855779
L10241,56786.0916050327,584924.7,6855743.5
L10241,56778.4615830218,584925.2,6855708
L10241,56770.6509029756,584924.9,6855672.5
L10241,56764.5302229294,584925.4,6855637
L10241,56760.7195285782,584925.9,6855602
L10241,56759.468848532,584926.4,6855566.5
L10241,56759.6981684858,584926.9,6855531
L10241,56759.7674741345,584927.4,6855495.5
L10241,56757.8175522594,584927.9,6855460
L10241,56752.8076303843,584928.4,6855424.5
L10241,56744.3976942041,584928.1,6855389
L10241,56733.2477723291,584928.6,6855353.5
L10241,56719.507850454,584928.3,6855318
L10241,56702.6879142738,584928.1,6855282.5
L10241,56681.7599378943,584927.8,6855247
L10241,56655.1819472097,584929.1,6855212.5
L10241,56619.8539565251,584929.6,6855177.5
L10241,56568.0159658405,584929.3,6855141.5
L10241,56488.2479751559,584929.1,6855105.5
L10241,56381.0699844713,584928.8,6855069.5
L10241,56282.0847975892,584928.5,6855033.5
L10241,56225.0396250122,584928.2,6854998
L10241,56179.1344381301,584928,6854962.5
L10241,56175.759251248,584927.8,6854926.5
L10241,56341.264078671,584927.5,6854890.5
L10241,56638.9388917889,584928,6854854.5
L10241,56885.8570809138,584927.8,6854818.5
L10241,57012.1852557337,584928.2,6854782
L10241,57061.0534448586,584927.9,6854745.5
L10241,57070.0916339836,584929.2,6854710
L10241,57061.0298231086,584929.7,6854674.5
L10241,57045.3580122336,584929.4,6854637.5
L10241,57029.079877773,584929.1,6854600
L10241,57017.8617576176,584928.9,6854564
L10241,57010.0836374622,584928.6,6854528
L10241,57003.3555030016,584929.9,6854492.5
L10241,56996.5373828462,584930.3,6854456
L10241,56989.2292483857,584930.1,6854419.5
L10241,56982.2049333908,584929.8,6854383
L10241,56975.8906040908,584930.3,6854347
L10241,56970.4562747907,584930.1,6854311
L10241,56965.8419454907,584928.2,6854274.5
L10241,56962.0176161907,584927.2,6854238
L10241,56959.3432868907,584927,6854202.5
L10241,56957.2826769205,584926.8,6854167
L10241,56955.3320669503,584925.8,6854130.5
L10241,56952.8414569801,584925.5,6854094
L10241,56950.28084701,584925.2,6854058
L10241,56948.3002370398,584924.9,6854022
L10241,56947.4796270696,584924.7,6853986
L10241,56947.7725647679,584924.4,6853950
L10241,56948.8655167713,584924.9,6853913.5
L10241,56949.8784687747,584924.7,6853877
L10241,56950.3714064729,584923.6,6853841
L10241,56951.2943584763,584923.4,6853804.5
L10241,56953.2273104797,584923.9,6853769
L10241,56956.0636957106,584923.6,6853732.5
L10241,56959.6300666364,584923.4,6853696.5
L10241,56963.8164518674,584923.1,6853660.5
